date,unix,low,high,open,close,volume,vol_fiat
2023-12-31 23:00:00+00:00,1704063600,42066.35,42339.7,42252.3,42288.06,626.73889224,26503571.87937865
2024-01-01 00:00:00+00:00,1704067200,42261.58,42543.64,42288.58,42452.66,379.19725348,16097932.074920258
2024-01-01 01:00:00+00:00,1704070800,42415.0,42749.99,42453.83,42594.68,396.20192444,16876094.18690598
2024-01-01 02:00:00+00:00,1704074400,42488.03,42625.68,42594.58,42571.32,227.14116558,9669699.245079163
2024-01-01 03:00:00+00:00,1704078000,42235.0,42581.26,42571.32,42325.11,306.00569404,12951724.660869343
2024-01-01 04:00:00+00:00,1704081600,42200.0,42393.48,42325.1,42389.77,296.23364415,12557276.041780343
2024-01-01 05:00:00+00:00,1704085200,42175.65,42396.09,42389.78,42231.47,188.12803304,7944923.383487768
2024-01-01 06:00:00+00:00,1704088800,42199.63,42463.83,42231.47,42400.9,327.01097562,13865559.67616606
2024-01-01 07:00:00+00:00,1704092400,42396.8,42534.49,42400.9,42496.49,407.83509647,17331560.098786388
2024-01-01 08:00:00+00:00,1704096000,42451.0,42560.26,42496.58,42552.7,134.06671357,5704900.642530139
2024-01-01 09:00:00+00:00,1704099600,42533.77,42692.84,42552.7,42650.97,128.15734914,5466035.253449666
2024-01-01 10:00:00+00:00,1704103200,42625.75,42750.0,42650.97,42688.5,118.45739606,5056768.55170731
2024-01-01 11:00:00+00:00,1704106800,42598.94,42767.6,42686.73,42690.0,135.17767163,5770734.8018847
2024-01-01 12:00:00+00:00,1704110400,42610.77,42778.74,42690.0,42647.83,143.37801956,6114761.403931555
2024-01-01 13:00:00+00:00,1704114000,42608.98,42750.0,42647.85,42715.88,101.79862461,4348417.833005806
2024-01-01 14:00:00+00:00,1704117600,42581.54,42723.28,42717.53,42635.19,254.33100221,10843450.60211377
2024-01-01 15:00:00+00:00,1704121200,42601.88,42868.74,42633.57,42797.33,323.61489552,13849853.476484962
2024-01-01 16:00:00+00:00,1704124800,42680.01,42880.97,42799.37,42742.35,330.02411038,14106006.034300594
2024-01-01 17:00:00+00:00,1704128400,42720.76,42846.42,42738.88,42833.66,254.87224522,10917111.095190106
2024-01-01 18:00:00+00:00,1704132000,42835.63,43228.37,42835.63,43120.92,625.46169612,26970483.76145483
2024-01-01 19:00:00+00:00,1704135600,43106.97,43567.46,43123.82,43547.61,506.45180878,22054765.852546018
2024-01-01 20:00:00+00:00,1704139200,43537.04,43849.9,43537.04,43701.58,559.329005,24443561.258327905
2024-01-01 21:00:00+00:00,1704142800,43467.97,43800.0,43703.06,43632.21,313.9919145,13700161.151766043
2024-01-01 22:00:00+00:00,1704146400,43389.0,43677.06,43631.79,43546.06,247.53944937,10779367.714632982
2024-01-01 23:00:00+00:00,1704150000,43545.99,44240.8,43545.99,44220.78,1273.32282294,56307328.42220869
2024-01-02 00:00:00+00:00,1704153600,44195.13,45250.0,44220.78,45093.17,3023.79309599,136352416.1223034
2024-01-02 01:00:00+00:00,1704157200,44714.89,45417.45,45093.14,44894.58,1983.08278927,89029668.92950515
2024-01-02 02:00:00+00:00,1704160800,44891.4,45500.0,44891.41,45485.31,1913.57794861,87039686.20168991
2024-01-02 03:00:00+00:00,1704164400,45178.34,45601.0,45485.32,45473.97,1512.83393522,68794564.98517622
2024-01-02 04:00:00+00:00,1704168000,45204.47,45544.1,45476.27,45218.83,681.15946183,30801233.90738226
2024-01-02 05:00:00+00:00,1704171600,45131.0,45370.54,45218.84,45216.32,484.73208503,21917801.07098369
2024-01-02 06:00:00+00:00,1704175200,45166.39,45361.61,45214.41,45208.54,495.63760214,22407052.36185028
2024-01-02 07:00:00+00:00,1704178800,45209.48,45707.69,45209.48,45504.64,976.92127284,44454450.828925975
2024-01-02 08:00:00+00:00,1704182400,45382.34,45899.96,45504.4,45808.07,759.88216942,34808735.60854322
2024-01-02 09:00:00+00:00,1704186000,45667.11,45925.82,45811.28,45711.49,445.16191357,20349014.36053592
2024-01-02 10:00:00+00:00,1704189600,45470.45,45755.41,45709.47,45621.38,364.26498347,16618271.231578588
2024-01-02 11:00:00+00:00,1704193200,45243.78,45740.73,45621.04,45487.83,627.05320656,28523289.660956167
2024-01-02 12:00:00+00:00,1704196800,45312.06,45640.61,45488.9,45339.3,774.42064835,35111690.10173515
2024-01-02 13:00:00+00:00,1704200400,45304.21,45758.91,45339.29,45691.05,1190.57365039,54398560.188652016
2024-01-02 14:00:00+00:00,1704204000,45051.88,45863.46,45690.96,45300.8,1820.2348196,82458093.51573569
2024-01-02 15:00:00+00:00,1704207600,44888.01,45375.82,45305.12,45236.25,2215.95819452,100241638.87685534
2024-01-02 16:00:00+00:00,1704211200,44922.07,45433.69,45235.85,45395.48,1264.45061808,57400342.74403828
2024-01-02 17:00:00+00:00,1704214800,44973.95,45421.4,45395.48,44997.95,1379.44514311,62072203.577406615
2024-01-02 18:00:00+00:00,1704218400,44965.62,45298.73,44995.01,45172.54,1243.5620799,56174857.79676595
2024-01-02 19:00:00+00:00,1704222000,44823.75,45268.0,45172.24,45055.75,2148.4656125,96800729.52039687
2024-01-02 20:00:00+00:00,1704225600,44759.12,45198.6,45052.18,44801.96,1619.42849644,72553570.72036502
2024-01-02 21:00:00+00:00,1704229200,44630.29,45130.0,44799.33,45128.54,1239.54014932,55938637.21019359
2024-01-02 22:00:00+00:00,1704232800,44861.08,45307.07,45128.54,45000.74,687.63293989,30943991.14342552
2024-01-02 23:00:00+00:00,1704236400,44812.99,45075.85,45000.37,44972.8,731.57126142,32900808.02558938
2024-01-03 00:00:00+00:00,1704240000,44884.14,45235.2,44972.81,45156.5,735.39433892,33207834.46544098
2024-01-03 01:00:00+00:00,1704243600,45126.68,45356.36,45156.5,45341.12,431.60632334,19569514.099317744
2024-01-03 02:00:00+00:00,1704247200,45239.62,45432.39,45341.12,45299.77,500.96138042,22693435.311908506
2024-01-03 03:00:00+00:00,1704250800,45176.12,45333.64,45303.0,45286.95,319.77873273,14481803.480206871
2024-01-03 04:00:00+00:00,1704254400,45140.01,45297.02,45289.08,45203.08,307.63754146,13906164.397619698
2024-01-03 05:00:00+00:00,1704258000,45122.08,45312.12,45199.81,45184.54,301.63469103,13629224.762232676
2024-01-03 06:00:00+00:00,1704261600,45172.77,45383.66,45184.18,45344.02,409.60834767,18573289.10891544
2024-01-03 07:00:00+00:00,1704265200,44957.01,45405.55,45348.52,45027.43,351.1015341,15809199.749580365
2024-01-03 08:00:00+00:00,1704268800,45021.26,45223.9,45027.43,45219.26,638.07379955,28853225.041039333
2024-01-03 09:00:00+00:00,1704272400,45200.22,45519.32,45221.54,45358.71,394.51805741,17894830.15582354
2024-01-03 10:00:00+00:00,1704276000,45046.48,45405.81,45358.72,45163.58,284.16231102,12833787.266736653
2024-01-03 11:00:00+00:00,1704279600,43500.01,45191.38,45163.58,43737.06,2503.33868908,109488674.44461332
2024-01-03 12:00:00+00:00,1704283200,40625.68,43755.53,43751.15,42815.1,7304.22692534,312731206.23112464
2024-01-03 13:00:00+00:00,1704286800,42336.01,42847.47,42826.62,42568.41,2379.30524173,101283241.04511176
2024-01-03 14:00:00+00:00,1704290400,42068.74,42570.09,42570.09,42206.31,2346.89530529,99053790.7926144
2024-01-03 15:00:00+00:00,1704294000,42196.68,43055.18,42199.85,43017.35,2535.72538251,109080186.28331655
2024-01-03 16:00:00+00:00,1704297600,42838.11,43598.26,43022.18,43025.7,2158.23244161,92859461.56297936
2024-01-03 17:00:00+00:00,1704301200,42638.37,43063.98,43025.7,42931.89,1749.512694,75109886.53241166
2024-01-03 18:00:00+00:00,1704304800,42012.35,43074.73,42926.82,42263.16,1866.40658356,78880240.06604965
2024-01-03 19:00:00+00:00,1704308400,42169.98,43039.65,42268.77,42613.07,1626.88968386,69326763.98060405
2024-01-03 20:00:00+00:00,1704312000,42537.25,42862.6,42612.31,42739.95,1125.35059939,48097428.35039863
2024-01-03 21:00:00+00:00,1704315600,42600.2,42987.96,42742.69,42943.2,1032.28851452,44329772.13673526
2024-01-03 22:00:00+00:00,1704319200,42609.32,42961.36,42946.4,42764.33,592.97229691,25358062.98591721
2024-01-03 23:00:00+00:00,1704322800,42606.48,42866.04,42764.12,42862.44,386.23092806,16554799.980116067
2024-01-04 00:00:00+00:00,1704326400,42772.39,43000.0,42860.58,42899.27,445.82953409,19125761.556901112
2024-01-04 01:00:00+00:00,1704330000,42650.0,42957.71,42899.26,42736.8,417.58586819,17846283.731662393
2024-01-04 02:00:00+00:00,1704333600,42715.95,43247.15,42735.34,43168.23,437.02808255,18865728.78397739
2024-01-04 03:00:00+00:00,1704337200,43030.63,43248.05,43168.23,43138.05,277.04280765,11951086.488546085
2024-01-04 04:00:00+00:00,1704340800,42995.0,43235.55,43140.26,43187.16,389.67455655,16828937.421653897
2024-01-04 05:00:00+00:00,1704344400,43102.65,43307.18,43183.44,43218.7,232.91566369,10066312.194319002
2024-01-04 06:00:00+00:00,1704348000,43113.07,43266.21,43218.91,43193.14,247.37371639,10684847.564353565
2024-01-04 07:00:00+00:00,1704351600,42795.01,43297.79,43190.63,42795.01,537.25590281,22991871.733312976
2024-01-04 08:00:00+00:00,1704355200,42756.1,43001.49,42801.45,42880.65,298.26623255,12789849.924795156
2024-01-04 09:00:00+00:00,1704358800,42880.64,43114.43,42880.65,43048.96,312.14850639,13437668.565642854
2024-01-04 10:00:00+00:00,1704362400,42699.43,43136.82,43048.96,43121.14,555.51047272,23954244.865625303
2024-01-04 11:00:00+00:00,1704366000,42984.23,43281.13,43117.9,43226.07,409.8596799,17716623.213534992
2024-01-04 12:00:00+00:00,1704369600,43136.57,43461.04,43226.06,43430.62,813.68206418,35338716.53021719
2024-01-04 13:00:00+00:00,1704373200,43211.11,43538.57,43427.03,43391.03,459.43827739,19935500.07737781
2024-01-04 14:00:00+00:00,1704376800,43284.63,43783.72,43392.8,43713.68,1055.37710711,46134417.13953227
2024-01-04 15:00:00+00:00,1704380400,43641.82,44355.54,43708.84,44095.63,2020.02605717,89074321.60732716
2024-01-04 16:00:00+00:00,1704384000,43824.13,44177.23,44095.63,43966.02,1587.51270541,69796615.35631017
2024-01-04 17:00:00+00:00,1704387600,43876.8,44313.31,43963.62,44052.54,1484.90761493,65413952.10300842
2024-01-04 18:00:00+00:00,1704391200,43928.72,44212.9,44052.54,44100.66,856.79965158,37785430.12244805
2024-01-04 19:00:00+00:00,1704394800,43979.5,44489.48,44100.99,44006.83,1229.21148449,54093700.83199907
2024-01-04 20:00:00+00:00,1704398400,43945.18,44778.78,44006.76,44163.05,1495.71149366,66055181.48008127
2024-01-04 21:00:00+00:00,1704402000,44163.05,44656.61,44163.05,44489.99,1300.28503828,57849668.35022681
2024-01-04 22:00:00+00:00,1704405600,44208.3,44800.0,44492.8,44368.33,910.4587877,40395535.94407354
2024-01-04 23:00:00+00:00,1704409200,44108.97,44413.89,44374.05,44193.29,416.39695138,18401951.22745224
2024-01-05 00:00:00+00:00,1704412800,44036.64,44304.62,44198.35,44268.78,605.46698554,26803284.78013344
2024-01-05 01:00:00+00:00,1704416400,42450.0,44336.28,44265.05,43440.98,2103.90590432,91395734.31144704
2024-01-05 02:00:00+00:00,1704420000,43340.44,43999.0,43433.02,43552.12,1032.56553656,44970418.15612552
2024-01-05 03:00:00+00:00,1704423600,43457.17,43815.74,43552.11,43511.08,510.64406679,22218674.841625035
2024-01-05 04:00:00+00:00,1704427200,43236.22,43665.72,43509.15,43627.22,613.67417372,26772898.185200658
2024-01-05 05:00:00+00:00,1704430800,43546.11,43747.01,43627.23,43675.01,384.04762079,16773283.67847946
2024-01-05 06:00:00+00:00,1704434400,43601.98,43957.53,43668.72,43880.41,331.89619278,14563741.01662544
2024-01-05 07:00:00+00:00,1704438000,43752.49,43967.75,43880.41,43810.31,363.27206527,15915061.793818932
2024-01-05 08:00:00+00:00,1704441600,43801.93,43988.03,43812.63,43953.39,334.27958162,14692720.81998069
2024-01-05 09:00:00+00:00,1704445200,43948.65,44344.93,43949.74,44179.74,739.58505811,32674675.575184688
2024-01-05 10:00:00+00:00,1704448800,43505.08,44191.05,44181.67,43657.49,468.30379635,20444968.306112163
2024-01-05 11:00:00+00:00,1704452400,43637.82,43951.42,43660.71,43808.86,372.22147988,16306598.701055735
2024-01-05 12:00:00+00:00,1704456000,43654.84,44145.25,43807.58,43917.82,506.15129975,22229061.675186545
2024-01-05 13:00:00+00:00,1704459600,43755.01,44124.66,43918.46,44026.64,526.79769064,23193132.27863865
2024-01-05 14:00:00+00:00,1704463200,43208.44,44108.68,44025.02,43517.5,1104.97683229,48085829.29918008
2024-01-05 15:00:00+00:00,1704466800,43382.66,43842.67,43523.66,43525.45,993.46446761,43240988.01173567
2024-01-05 16:00:00+00:00,1704470400,43245.84,43622.89,43525.44,43256.79,827.89276924,35811983.66153314
2024-01-05 17:00:00+00:00,1704474000,43114.4,43658.06,43259.61,43642.56,907.76390092,39617140.51173515
2024-01-05 18:00:00+00:00,1704477600,43438.57,43717.28,43642.55,43643.66,576.07631939,25142079.01750857
2024-01-05 19:00:00+00:00,1704481200,43550.0,43845.84,43643.72,43623.3,646.73616385,28212765.696477707
2024-01-05 20:00:00+00:00,1704484800,43622.04,44443.37,43624.5,43985.82,2026.42121729,89133798.90789883
2024-01-05 21:00:00+00:00,1704488400,43616.57,44008.99,43994.28,43974.15,1061.37400666,46673019.77496784
2024-01-05 22:00:00+00:00,1704492000,43796.3,44086.22,43972.4,44009.61,416.58072737,18333555.345070023
2024-01-05 23:00:00+00:00,1704495600,44009.61,44372.58,44009.62,44186.59,618.99775821,27351400.152944405
2024-01-06 00:00:00+00:00,1704499200,44015.04,44260.95,44187.76,44108.38,355.79235756,15693424.508352352
2024-01-06 01:00:00+00:00,1704502800,43954.43,44140.4,44111.58,44013.3,209.82288481,9234997.576007972
2024-01-06 02:00:00+00:00,1704506400,43870.01,44055.03,44013.3,43946.91,233.2321773,10249833.504907144
2024-01-06 03:00:00+00:00,1704510000,43862.35,44066.11,43946.1,43973.32,249.89847669,10988865.683001911
2024-01-06 04:00:00+00:00,1704513600,43875.0,44015.96,43973.32,43891.9,144.30932422,6334010.4277318185
2024-01-06 05:00:00+00:00,1704517200,43630.15,43913.11,43891.88,43739.15,224.52015242,9820320.624721242
2024-01-06 06:00:00+00:00,1704520800,43456.5,43742.79,43739.36,43496.42,247.06157538,10746294.04859014
2024-01-06 07:00:00+00:00,1704524400,43436.5,43712.28,43494.48,43696.57,227.33682596,9933839.529138956
2024-01-06 08:00:00+00:00,1704528000,43577.58,43770.28,43696.47,43736.14,159.2642176,6965602.117944064
2024-01-06 09:00:00+00:00,1704531600,43666.83,43793.39,43733.23,43685.66,92.77449202,4052914.9150584335
2024-01-06 10:00:00+00:00,1704535200,43609.92,43799.91,43685.07,43725.13,95.58535972,4179482.279853764
2024-01-06 11:00:00+00:00,1704538800,43648.56,43736.98,43725.12,43705.54,92.21504459,4030308.319930029
2024-01-06 12:00:00+00:00,1704542400,43564.33,43784.26,43705.15,43645.2,238.5734128,10412584.31633856
2024-01-06 13:00:00+00:00,1704546000,43582.49,43771.7,43645.19,43733.91,295.98581204,12944616.865034277
2024-01-06 14:00:00+00:00,1704549600,43727.39,43958.96,43735.73,43859.42,495.56687086,21735275.5271345
2024-01-06 15:00:00+00:00,1704553200,43818.01,43937.48,43860.17,43901.64,258.75435555,11359740.565788103
2024-01-06 16:00:00+00:00,1704556800,43857.61,44010.14,43901.64,43901.82,181.08598282,7950004.222286732
2024-01-06 17:00:00+00:00,1704560400,43872.6,44040.43,43900.67,43998.26,223.10970376,9816438.754555458
2024-01-06 18:00:00+00:00,1704564000,43916.19,44179.72,44000.01,44028.64,318.17915739,14008995.57622765
2024-01-06 19:00:00+00:00,1704567600,43857.62,44054.06,44031.64,43939.48,202.65663028,8904626.953055454
2024-01-06 20:00:00+00:00,1704571200,43697.62,44042.99,43940.3,43857.88,499.77236313,21918956.32947196
2024-01-06 21:00:00+00:00,1704574800,43752.36,43971.48,43860.0,43919.4,226.06216248,9928514.538824111
2024-01-06 22:00:00+00:00,1704578400,43778.9,43956.3,43919.39,43907.26,159.384128,6998120.347969281
2024-01-06 23:00:00+00:00,1704582000,43761.83,44005.06,43907.27,43992.44,260.49113605,11459640.673211465
2024-01-07 00:00:00+00:00,1704585600,43942.72,44287.82,43992.79,44147.42,468.44454838,20680618.22404218
2024-01-07 01:00:00+00:00,1704589200,43989.42,44194.1,44143.21,43996.3,157.75366455,6940577.551641165
2024-01-07 02:00:00+00:00,1704592800,43866.4,44120.37,43996.28,43962.7,224.1892833,9855966.20493291
2024-01-07 03:00:00+00:00,1704596400,43928.96,44066.27,43959.67,43970.54,191.34892567,8413715.590129763
2024-01-07 04:00:00+00:00,1704600000,43909.78,44068.3,43971.1,44025.32,137.71192146,6062811.410091368
2024-01-07 05:00:00+00:00,1704603600,43870.0,44095.32,44025.32,43912.15,151.85914753,6668461.66520949
2024-01-07 06:00:00+00:00,1704607200,43881.51,44116.01,43913.5,44052.32,194.95305211,8588134.236526394
2024-01-07 07:00:00+00:00,1704610800,44017.81,44128.88,44053.2,44114.27,133.02847681,5868454.143685078
2024-01-07 08:00:00+00:00,1704614400,44029.54,44197.54,44115.58,44046.42,139.53908246,6146197.0324477935
2024-01-07 09:00:00+00:00,1704618000,43907.58,44094.67,44046.39,43964.01,114.90381735,5051632.575013573
2024-01-07 10:00:00+00:00,1704621600,43932.56,44023.97,43964.0,43988.31,79.18582702,3483250.7065621363
2024-01-07 11:00:00+00:00,1704625200,43987.5,44151.01,43987.5,44092.19,126.93875546,5597007.724105857
2024-01-07 12:00:00+00:00,1704628800,43998.51,44172.12,44092.18,44121.29,83.53494313,3685669.450972238
2024-01-07 13:00:00+00:00,1704632400,44102.87,44469.66,44121.29,44425.07,405.68495347,18022582.45585149
2024-01-07 14:00:00+00:00,1704636000,44304.17,44510.01,44425.45,44432.69,274.64016581,12203001.348984327
2024-01-07 15:00:00+00:00,1704639600,43968.76,44458.45,44434.31,44078.77,356.74208206,15724752.184443863
2024-01-07 16:00:00+00:00,1704643200,43883.65,44217.55,44078.77,43951.76,358.74716245,15767569.184683414
2024-01-07 17:00:00+00:00,1704646800,43724.94,44124.91,43951.75,44092.18,294.30682312,12976629.420235202
2024-01-07 18:00:00+00:00,1704650400,44061.18,44206.92,44090.54,44129.94,150.67278647,6649181.026553912
2024-01-07 19:00:00+00:00,1704654000,44065.0,44289.21,44130.01,44274.65,183.45374893,8122350.525063625
2024-01-07 20:00:00+00:00,1704657600,44147.0,44307.47,44273.44,44147.01,294.33739499,12994115.919997482
2024-01-07 21:00:00+00:00,1704661200,44135.38,44285.11,44151.0,44257.18,204.33753465,9043403.051761288
2024-01-07 22:00:00+00:00,1704664800,43779.72,44257.19,44257.19,43892.05,478.18059077,20988326.39910638
2024-01-07 23:00:00+00:00,1704668400,43629.7,44055.25,43893.3,43950.28,726.85181888,31945340.958285287
2024-01-08 00:00:00+00:00,1704672000,43648.16,44000.0,43954.52,43653.23,375.61139972,16396650.822599098
2024-01-08 01:00:00+00:00,1704675600,43627.56,43840.01,43659.42,43741.5,676.87199109,29607396.198263235
2024-01-08 02:00:00+00:00,1704679200,43200.44,43832.64,43741.5,43399.33,533.52993,23154841.4969469
2024-01-08 03:00:00+00:00,1704682800,43253.2,43589.0,43397.09,43539.23,555.7885002,24198603.34156285
2024-01-08 04:00:00+00:00,1704686400,43447.51,43635.25,43542.92,43617.94,350.62521078,15293549.406289391
2024-01-08 05:00:00+00:00,1704690000,43486.85,43670.71,43618.47,43661.1,253.70755968,11077151.133944448
2024-01-08 06:00:00+00:00,1704693600,43604.3,44384.0,43662.42,43931.51,1135.08666469,49866071.16069538
2024-01-08 07:00:00+00:00,1704697200,43809.65,44095.09,43922.71,43994.5,275.91671507,12138817.921147116
2024-01-08 08:00:00+00:00,1704700800,43867.29,44087.3,43994.49,43886.18,169.26684869,7428475.389642104
2024-01-08 09:00:00+00:00,1704704400,43649.99,43943.49,43886.42,43744.96,216.93769201,9489930.65946977
2024-01-08 10:00:00+00:00,1704708000,43712.84,44153.4,43745.5,44105.02,344.91069615,15212293.151909672
2024-01-08 11:00:00+00:00,1704711600,43976.01,44732.74,44105.84,44658.71,762.55950945,34054923.99026981
2024-01-08 12:00:00+00:00,1704715200,44422.31,45210.0,44656.58,45167.92,2284.70692292,103195459.51789673
2024-01-08 13:00:00+00:00,1704718800,44868.59,45218.95,45167.9,44958.8,1129.66694405,50788470.20415514
2024-01-08 14:00:00+00:00,1704722400,44772.78,45139.0,44961.44,44825.46,997.23307481,44701431.30557266
2024-01-08 15:00:00+00:00,1704726000,44707.86,45410.0,44822.43,45002.43,1278.65591752,57542623.42227957
